"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2021-22","Fall","CS","6724","TS: Human-Al Interaction","North","3.86","70.4","22.2","0","7.4","0","0","0","0","0","0","0","0","0","27","83309","  3"
"2021-22","Fall","CS","2064","Intermediate Prog in Python","Wenskovitch","2.71","33.3","7.4","18.5","3.7","11.1","3.7","0","0","0","0","0","22.2","1","27","92441","  3"
"2013-14","Fall","CS","1604","Introduction to the Internet","Barnette","2.72","15.9","15.9","12.2","4.9","17.1","9.8","4.9","6.1","4.9","0","0","8.5","0","82","96467","  1"
"2012-13","Fall","CS","4634","Design Of Information","Harrison","3.35","17.9","17.9","28.6","28.6","3.6","3.6","0","0","0","0","0","0","0","28","91999","  3"
"2012-13","Spring","CS","2114","Softw Des & Data Structures","Allevato","3.46","28.6","21.4","25","7.1","17.9","0","0","0","0","0","0","0","0","28","12100","  3"
"2012-13","Spring","CS","3414","Numerical Methods","Sandu","2.8","21.4","14.3","7.1","21.4","0","0","25","0","0","3.6","0","7.1","4","28","12112","  3"
"2013-14","Fall","CS","1054","Intro to Programming in Java","Ellis","3.25","10.7","32.1","25","10.7","10.7","3.6","3.6","0","3.6","0","0","0","2","28","92057","  3"
"2013-14","Fall","CS","1114","Intro to Software Design","Soundararajan","2.68","10.7","10.7","14.3","25","7.1","3.6","17.9","0","0","0","0","10.7","3","28","92063","  3"
"2013-14","Fall","CS","3214","Computer Systems","Kafura","2.62","7.1","3.6","7.1","25","14.3","7.1","21.4","14.3","0","0","0","0","1","28","92085","  3"
"2013-14","Fall","CS","5704","Software Engineering","Pettit","3.39","28.6","17.9","25","21.4","0","0","3.6","0","3.6","0","0","0","0","28","99020","  3"
"2013-14","Spring","CS","1114","Intro to Software Design","Edwards","2.37","10.7","0","14.3","14.3","21.4","0","10.7","3.6","3.6","14.3","0","7.1","2","28","12214","  3"
"2013-14","Spring","CS","1114","Intro to Software Design","Edwards","2.38","3.6","10.7","7.1","21.4","7.1","14.3","17.9","0","0","3.6","7.1","7.1","4","28","12215","  3"
"2013-14","Spring","CS","2114","Softw Des & Data Structures","Barnette","3","3.6","17.9","17.9","25","21.4","0","10.7","3.6","0","0","0","0","0","28","12224","  3"
"2013-14","Spring","CS","2114","Softw Des & Data Structures","Fouh Mbindi","2.94","0","10.7","39.3","7.1","28.6","7.1","3.6","0","0","0","3.6","0","2","28","12226","  3"
"2013-14","Spring","CS","2114","Softw Des & Data Structures","Barnette","2.86","0","17.9","3.6","28.6","32.1","3.6","10.7","3.6","0","0","0","0","0","28","12227","  3"
"2014-15","Fall","CS","1054","Intro to Programming in Java","Lewis","3.75","60.7","17.9","10.7","7.1","3.6","0","0","0","0","0","0","0","0","28","82118","  3"
"2014-15","Fall","CS","2114","Softw Des & Data Structures","Perez-Quinonez","3.38","14.3","50","17.9","0","10.7","3.6","0","0","0","0","0","3.6","2","28","82136","  3"
"2014-15","Fall","CS","5704","Software Engineering","Kulczycki","3.5","42.9","17.9","14.3","10.7","7.1","0","7.1","0","0","0","0","0","0","28","86572","  3"
"2014-15","Fall","CS","1114","Intro to Software Design","Barnette","2.34","0","14.3","0","17.9","25","7.1","7.1","10.7","3.6","3.6","3.6","7.1","2","28","88574","  3"
"2014-15","Fall","CS","4984","SS:Software Eng Capstone","Balci","3.3","42.9","3.6","0","35.7","0","7.1","10.7","0","0","0","0","0","0","28","88720","  3"
"2014-15","Fall","CS","1114","Intro to Software Design","Soundararajan","3.04","0","35.7","28.6","14.3","10.7","0","0","0","0","3.6","3.6","3.6","0","28","89275","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Tilevich","3.06","28.6","10.7","14.3","14.3","14.3","7.1","0","0","3.6","0","3.6","3.6","2","28","12263","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Tilevich","2.85","25","17.9","7.1","7.1","10.7","10.7","3.6","3.6","0","7.1","0","7.1","2","28","19499","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Tilevich","3.35","28.6","14.3","25","21.4","3.6","0","3.6","0","3.6","0","0","0","4","28","19500","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Stevens","3.05","32.1","10.7","3.6","21.4","10.7","3.6","3.6","7.1","3.6","0","0","3.6","1","28","20318","  3"
"2015-16","Spring","CS","1054","Intro to Programming in Java","Lewis","2.69","0","3.6","14.3","35.7","14.3","10.7","14.3","3.6","0","3.6","0","0","3","28","12486","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Barnette","2.24","3.6","3.6","10.7","17.9","14.3","10.7","3.6","10.7","3.6","7.1","10.7","3.6","3","28","12497","  3"
"2015-16","Spring","CS","2114","Softw Des & Data Structures","Ellis","3.04","14.3","17.9","7.1","21.4","21.4","10.7","3.6","0","0","3.6","0","0","0","28","12509","  3"
"2015-16","Spring","CS","2114","Softw Des & Data Structures","Ellis","2.96","14.3","21.4","7.1","10.7","21.4","7.1","7.1","7.1","0","3.6","0","0","0","28","12513","  3"
"2016-17","Spring","CS","4644","Creative Computing Studio","Harrison","3.64","32.1","35.7","21.4","10.7","0","0","0","0","0","0","0","0","0","28","12622","  3"
"2017-18","Fall","CS","4284","Systems & Networking Capstone","Butt","3.81","78.6","0","7.1","14.3","0","0","0","0","0","0","0","0","0","28","82580","  3"
"2017-18","Fall","CS","5114","Theory of Algorithms","Raghvendra","3.56","17.9","42.9","28.6","10.7","0","0","0","0","0","0","0","0","0","28","88911","  3"
"2018-19","Fall","CS","5014","Research Meth in CS","Tilevich","3.93","75","25","0","0","0","0","0","0","0","0","0","0","0","28","82757","  3"
"2018-19","Fall","CS","2984","SS:Competitive Prblm Solving I","Back","3.96","96.4","0","0","3.6","0","0","0","0","0","0","0","0","0","28","91104","  3"
"2018-19","Spring","CS","5614","Database Management Systems","Prakash","3.75","64.3","7.1","17.9","10.7","0","0","0","0","0","0","0","0","0","28","19520","  3"
"2018-19","Spring","CS","4114","Formal Languages","Zhang","3.1","17.9","21.4","17.9","14.3","14.3","7.1","0","0","0","0","3.6","3.6","1","28","20623","  3"
"2019-20","Spring","CS","3304","Comparative Languages","Gracanin","3.55","53.6","21.4","7.1","7.1","3.6","0","3.6","0","0","0","0","3.6","2","28","13012","  3"
"2019-20","Spring","CS","3604","Professionalism in Computing","Dunlap","3.93","85.7","10.7","0","3.6","0","0","0","0","0","0","0","0","0","28","13014","  3"
"2020-21","Fall","CS","6804","AT: Science-guided Mach Lrning","Karpatne","3.99","96.4","3.6","0","0","0","0","0","0","0","0","0","0","0","28","83213","  3"
"2020-21","Fall","CS","4644","Creative Computing Studio","Lee","3.89","64.3","35.7","0","0","0","0","0","0","0","0","0","0","0","28","91157","  3"
"2021-22","Fall","CS","5024","Ethics & Professionalism in CS","Greening","3.54","14.3","42.9","32.1","10.7","0","0","0","0","0","0","0","0","0","28","92708","  3"
"2021-22","Fall","CS","5984","SS:Software Project Management","Kennedy","4","100","0","0","0","0","0","0","0","0","0","0","0","0","28","93140","  3"
"2021-22","Spring","CS","2164","Foundations Security Environ","Suong","3.62","53.6","10.7","17.9","10.7","3.6","0","3.6","0","0","0","0","0","1","28","13219","  3"
"2021-22","Spring","CS","5525","Data Analytics","Muralidharan","3.44","17.9","32.1","25","17.9","3.6","3.6","0","0","0","0","0","0","0","28","13418","  3"
"2012-13","Fall","CS","1114","Intro to Software Design","Edwards","2.62","13.8","6.9","17.2","13.8","6.9","6.9","10.3","10.3","3.4","3.4","3.4","3.4","2","29","91962","  3"
"2012-13","Fall","CS","3604","Professionalism in Computing","McCrickard","3.06","34.5","17.2","0","13.8","10.3","0","10.3","6.9","0","0","3.4","3.4","0","29","91987","  3"
"2012-13","Fall","CS","5014","Research Meth in CS","Tilevich","3.85","72.4","13.8","10.3","3.4","0","0","0","0","0","0","0","0","0","29","92005","  3"
"2012-13","Fall","CS","4984","SS:Intro to Computer Security","Yao","3.14","31","17.2","6.9","6.9","10.3","10.3","6.9","10.3","0","0","0","0","1","29","98434","  3"
"2012-13","Spring","CS","4214","Simulation and Modeling","Balci","2.46","24.1","10.3","10.3","6.9","6.9","3.4","3.4","6.9","6.9","0","3.4","17.2","2","29","18982","  3"
"2013-14","Fall","CS","2114","Softw Des & Data Structures","Barnette","2.79","3.4","3.4","34.5","17.2","10.3","17.2","0","6.9","3.4","3.4","0","0","0","29","92070","  3"
"2013-14","Fall","CS","2114","Softw Des & Data Structures","Barnette","2.79","0","20.7","13.8","20.7","24.1","3.4","6.9","3.4","0","0","3.4","3.4","1","29","92074","  3"
"2013-14","Spring","CS","1114","Intro to Software Design","Edwards","2.72","10.3","3.4","17.2","20.7","6.9","10.3","20.7","6.9","0","3.4","0","0","2","29","12217","  3"
"2013-14","Spring","CS","1114","Intro to Software Design","Edwards","2.87","10.3","10.3","13.8","17.2","20.7","3.4","20.7","0","3.4","0","0","0","1","29","19289","  3"
"2014-15","Fall","CS","1054","Intro to Programming in Java","Lewis","3.23","17.2","24.1","20.7","17.2","13.8","3.4","0","0","0","0","0","3.4","2","29","82116","  3"
"2014-15","Fall","CS","1114","Intro to Software Design","Barnette","3.01","6.9","24.1","10.3","13.8","27.6","6.9","3.4","6.9","0","0","0","0","1","29","82121","  3"
"2014-15","Fall","CS","2114","Softw Des & Data Structures","Barnette","3.02","10.3","27.6","10.3","20.7","13.8","6.9","0","3.4","0","3.4","0","3.4","4","29","89139","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Stevens","2.71","20.7","17.2","13.8","10.3","0","3.4","6.9","6.9","6.9","3.4","3.4","6.9","0","29","19501","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Stevens","2.86","17.2","13.8","20.7","17.2","3.4","6.9","3.4","0","3.4","6.9","3.4","3.4","3","29","19502","  3"
"2015-16","Spring","CS","1054","Intro to Programming in Java","Lewis","2.79","13.8","6.9","3.4","20.7","17.2","17.2","10.3","10.3","0","0","0","0","2","29","12488","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Barnette","2.51","17.2","6.9","17.2","10.3","10.3","6.9","6.9","0","3.4","6.9","0","13.8","3","29","12500","  3"
"2015-16","Spring","CS","3414","Numerical Methods","Onufriev","3.48","27.6","27.6","17.2","13.8","13.8","0","0","0","0","0","0","0","1","29","12525","  3"
"2016-17","Fall","CS","5984","SS: Urban Computing","Ramakrishnan","3.91","69","31","0","0","0","0","0","0","0","0","0","0","0","29","89602","  3"
"2016-17","Spring","CS","3414","Numerical Methods","Sandu","2.82","34.5","0","6.9","13.8","10.3","13.8","3.4","3.4","3.4","3.4","0","6.9","3","29","12607","  3"
"2016-17","Spring","CS","5244","Internet Software","Kulczycki","3.61","55.2","17.2","13.8","10.3","0","0","0","0","0","0","0","3.4","0","29","12637","  3"
"2017-18","Fall","CS","2984","SS: Competitive Learning I","Back","3.99","96.6","3.4","0","0","0","0","0","0","0","0","0","0","1","29","90190","  3"
"2017-18","Spring","CS","4704","Software Engineering Capstone","Seyam","3.65","51.7","13.8","20.7","10.3","0","3.4","0","0","0","0","0","0","0","29","12748","  3"
"2017-18","Spring","CS","5704","Software Engineering","Meng","3.71","55.2","17.2","17.2","6.9","3.4","0","0","0","0","0","0","0","0","29","19275","  3"
"2019-20","Fall","CS","5824","Advanced Machine Learning","Wang","3.79","58.6","27.6","6.9","3.4","3.4","0","0","0","0","0","0","0","0","29","90569","  3"
"2019-20","Spring","CS","4784","Human-Computer Interact Capstn","Wenskovitch","4","100","0","0","0","0","0","0","0","0","0","0","0","0","29","13039","  3"
"2020-21","Fall","CS","5525","Data Analytics","Reddy","3.68","41.4","37.9","10.3","6.9","0","0","3.4","0","0","0","0","0","0","29","83119","  3"
"2020-21","Fall","CS","2164","Foundations Security Environ","Brantly","3.83","86.2","10.3","0","0","0","0","0","0","0","0","0","3.4","0","29","91377","  3"
"2021-22","Fall","CS","5560","Fundamentals of Info Security","Stavrou","3.65","44.8","31","10.3","6.9","3.4","0","3.4","0","0","0","0","0","0","29","83218","  3"
"2021-22","Fall","CS","5834","Intro to Urban Computing","Ramakrishnan","3.64","27.6","44.8","17.2","10.3","0","0","0","0","0","0","0","0","0","29","83237","  3"
"2021-22","Fall","CS","5525","Data Analytics","Skarzynski","3.91","86.2","10.3","0","0","0","3.4","0","0","0","0","0","0","0","29","93091","  3"
"2021-22","Spring","CS","5560","Fundamentals of Info Security","Lou","3.72","55.2","17.2","17.2","10.3","0","0","0","0","0","0","0","0","0","29","13421","  3"
"2012-13","Fall","CS","1114","Intro to Software Design","Edwards","2.59","10","10","6.7","23.3","10","10","13.3","0","0","13.3","0","3.3","0","30","91960","  3"
"2012-13","Fall","CS","2114","Softw Des & Data Structures","Allevato","3.37","26.7","30","10","23.3","3.3","3.3","0","0","0","0","0","3.3","0","30","91972","  3"
"2012-13","Spring","CS","1114","Intro to Software Design","Edwards","2.39","10","10","6.7","16.7","3.3","10","23.3","0","0","6.7","6.7","6.7","1","30","12089","  3"
"2013-14","Fall","CS","2114","Softw Des & Data Structures","Barnette","2.96","0","16.7","33.3","20","16.7","3.3","0","6.7","0","0","0","3.3","0","30","92072","  3"
"2013-14","Fall","CS","2114","Softw Des & Data Structures","Barnette","3.02","16.7","23.3","3.3","20","13.3","6.7","13.3","0","0","0","0","3.3","0","30","98941","  3"
"2014-15","Fall","CS","1054","Intro to Programming in Java","Lewis","3.57","36.7","16.7","30","16.7","0","0","0","0","0","0","0","0","2","30","82117","  3"
"2014-15","Fall","CS","2114","Softw Des & Data Structures","Perez-Quinonez","3.19","10","23.3","26.7","13.3","20","0","3.3","0","3.3","0","0","0","2","30","82133","  3"
"2014-15","Fall","CS","4234","Parallel Computation","Cameron","3.33","46.7","0","10","33.3","0","0","3.3","0","0","6.7","0","0","0","30","82161","  3"
"2014-15","Fall","CS","4264","Principles Computer Security","Yao","3.33","30","13.3","20","10","16.7","10","0","0","0","0","0","0","0","30","82162","  3"
"2014-15","Fall","CS","4984","SS:Computational Linguistics","Fox","3.3","33.3","10","20","23.3","3.3","3.3","3.3","0","0","0","0","3.3","0","30","88630","  3"
"2015-16","Fall","CS","1054","Intro to Programming in Java","Lewis","3.16","10","16.7","36.7","10","6.7","16.7","3.3","0","0","0","0","0","1","30","82148","  3"
"2015-16","Fall","CS","1114","Intro to Software Design","Leal","2.33","3.3","6.7","6.7","20","16.7","16.7","6.7","0","10","3.3","0","10","3","30","82157","  3"
"2015-16","Fall","CS","2114","Softw Des & Data Structures","Barnette","2.91","6.7","30","3.3","16.7","16.7","6.7","13.3","3.3","0","0","0","3.3","2","30","82174","  3"
"2015-16","Fall","CS","3414","Numerical Methods","Sandu","2.51","20","10","3.3","16.7","3.3","0","6.7","13.3","16.7","6.7","0","3.3","0","30","82189","  3"
"2015-16","Spring","CS","4644","Creative Computing Studio","Kelliher","3.64","46.7","23.3","6.7","20","3.3","0","0","0","0","0","0","0","0","30","20098","  3"
"2016-17","Fall","CS","2104","Intro to Problem Solving in CS","Watson","3.03","10","0","26.7","43.3","3.3","10","6.7","0","0","0","0","0","4","30","82441","  3"
"2017-18","Fall","CS","4124","Theory of Computation","Watson","2","6.7","3.3","10","13.3","0","13.3","16.7","6.7","0","10","3.3","16.7","3","30","82577","  3"
"2017-18","Spring","CS","5754","Virtual Environments","Bowman","3.74","56.7","23.3","6.7","10","3.3","0","0","0","0","0","0","0","0","30","12800","  3"
"2017-18","Spring","CS","6804","Optimization-Machine Learning","Huang","4","100","0","0","0","0","0","0","0","0","0","0","0","0","30","19708","  3"
"2018-19","Spring","CS","2104","Intro to Problem Solving in CS","Poursardar","3.27","16.7","20","23.3","16.7","16.7","3.3","3.3","0","0","0","0","0","0","30","12770","  3"
"2019-20","Fall","CS","4254","Network Arch Prog","Viswanath","3.19","13.3","23.3","20","26.7","10","0","3.3","0","0","0","0","3.3","0","30","82840","  3"
"2019-20","Fall","CS","5244","Web Application Development","Kulczycki","3.57","50","16.7","20","6.7","3.3","0","0","0","0","0","0","3.3","0","30","82902","  3"
"2019-20","Spring","CS","5024","Ethics & Professionalism in CS","Farghally","3.86","76.7","10","6.7","6.7","0","0","0","0","0","0","0","0","0","30","20923","  3"
"2020-21","Fall","CS","5604","Info Storage and Ret","Fox","3.54","33.3","33.3","13.3","6.7","6.7","6.7","0","0","0","0","0","0","0","30","83127","  3"
"2021-22","Fall","CS","4254","Network Arch Prog","Hasan","3.46","20","33.3","16.7","23.3","6.7","0","0","0","0","0","0","0","1","30","83128","  3"
"2021-22","Spring","CS","5804","Intro Artificial Intelligence","Chen","3.8","66.7","13.3","13.3","6.7","0","0","0","0","0","0","0","0","0","30","21711","  3"
"2021-22","Spring","CS","2114","Softw Des & Data Structures","Ellis","3.56","46.7","20","20","0","3.3","3.3","3.3","3.3","0","0","0","0","2","30","21822","  3"
"2012-13","Fall","CS","4804","Introduction to AI","Das","2.93","25.8","6.5","12.9","16.1","12.9","6.5","6.5","3.2","0","6.5","0","3.2","0","31","98595","  3"
"2012-13","Spring","CS","3604","Professionalism in Computing","Tatar","2.94","0","16.1","19.4","19.4","29","9.7","3.2","3.2","0","0","0","0","1","31","12114","  3"
"2012-13","Spring","CS","1054","Intro to Programming in Java","Stevens","3.39","22.6","25.8","22.6","19.4","6.5","0","0","0","0","3.2","0","0","0","31","18139","  3"
"2012-13","Spring","CS","1114","Intro to Software Design","Edwards","2.6","6.5","9.7","9.7","22.6","6.5","9.7","19.4","6.5","3.2","3.2","3.2","0","2","31","18981","  3"
"2013-14","Fall","CS","1054","Intro to Programming in Java","Ellis","3.28","29","9.7","29","12.9","6.5","6.5","3.2","0","0","3.2","0","0","1","31","92056","  3"
"2013-14","Fall","CS","1054","Intro to Programming in Java","Ellis","3.11","25.8","12.9","16.1","12.9","12.9","3.2","12.9","0","0","0","0","3.2","1","31","92059","  3"
"2013-14","Fall","CS","1114","Intro to Software Design","Soundararajan","2.63","3.2","12.9","22.6","9.7","19.4","6.5","12.9","3.2","0","0","0","9.7","1","31","92061","  3"
"2013-14","Fall","CS","5014","Research Meth in CS","Ramakrishnan","3.85","58.1","35.5","6.5","0","0","0","0","0","0","0","0","0","0","31","92108","  3"
"2014-15","Fall","CS","1054","Intro to Programming in Java","Lewis","3.49","29","29","19.4","12.9","6.5","0","0","3.2","0","0","0","0","0","31","82119","  3"
"2014-15","Spring","CS","1054","Intro to Programming in Java","Lewis","3.75","54.8","22.6","16.1","6.5","0","0","0","0","0","0","0","0","1","31","12253","  3"
"2014-15","Spring","CS","1114","Intro to Software Design","Tilevich","3.31","32.3","16.1","16.1","16.1","3.2","3.2","9.7","3.2","0","0","0","0","3","31","12262","  3"
"2014-15","Spring","CS","2104","Intro to Problem Solving in CS","Ellis","3.49","25.8","35.5","16.1","9.7","6.5","6.5","0","0","0","0","0","0","0","31","12271","  3"
"2014-15","Spring","CS","5044","Object-Oriented Pgmming Java","Lewis","3.53","67.7","9.7","9.7","0","3.2","0","0","3.2","0","0","0","6.5","0","31","16966","  3"
"2015-16","Fall","CS","1054","Intro to Programming in Java","Lewis","3.31","25.8","12.9","22.6","19.4","12.9","3.2","0","3.2","0","0","0","0","3","31","82149","  3"
"2015-16","Fall","CS","1054","Intro to Programming in Java","Lewis","3.17","22.6","16.1","12.9","32.3","3.2","0","9.7","0","0","0","0","3.2","1","31","82152","  3"
"2015-16","Fall","CS","2984","SS:Intro to Comp Thinking","Kafura","3.37","32.3","6.5","19.4","22.6","19.4","0","0","0","0","0","0","0","0","31","88914","  3"
"2015-16","Spring","CS","1054","Intro to Programming in Java","Lewis","3.24","25.8","16.1","9.7","19.4","12.9","12.9","3.2","0","0","0","0","0","1","31","12483","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Barnette","2.52","16.1","9.7","19.4","3.2","12.9","3.2","6.5","9.7","3.2","0","3.2","12.9","2","31","12491","  3"
"2015-16","Spring","CS","3414","Numerical Methods","Cao","2.95","9.7","16.1","12.9","19.4","16.1","12.9","6.5","3.2","3.2","0","0","0","6","31","12526","  3"
"2017-18","Spring","CS","3654","Intro Data Analytics & Visual","North","2.9","29","9.7","25.8","3.2","6.5","0","9.7","0","3.2","0","3.2","9.7","3","31","12732","  3"
"2018-19","Fall","CS","5834","Intro to Urban Computing","Reddy","3.79","41.9","48.4","9.7","0","0","0","0","0","0","0","0","0","0","31","82786","  3"
"2019-20","Fall","CS","4704","Software Engineering Capstone","Edmison","4","100","0","0","0","0","0","0","0","0","0","0","0","0","31","82849","  3"
"2020-21","Fall","CS","5824","Advanced Machine Learning","Eldardiry","3.91","80.6","12.9","3.2","3.2","0","0","0","0","0","0","0","0","0","31","83136","  3"
"2020-21","Spring","CS","3714","Mobile Software Development","Seyam","3.2","54.8","16.1","3.2","3.2","0","3.2","3.2","0","3.2","0","3.2","9.7","1","31","13168","  3"
"2021-22","Spring","CS","4284","Systems & Networking Capstone","Back","3.72","51.6","41.9","3.2","0","0","0","0","0","0","0","0","3.2","1","31","13301","  3"
"2012-13","Fall","CS","1054","Intro to Programming in Java","Stevens","2.62","12.5","12.5","18.8","9.4","6.3","15.6","6.3","3.1","0","3.1","3.1","9.4","2","32","91956","  3"
"2012-13","Fall","CS","3214","Computer Systems","Kafura","2.63","6.3","9.4","9.4","25","9.4","15.6","12.5","6.3","0","0","0","6.3","1","32","91982","  3"
"2012-13","Spring","CS","1054","Intro to Programming in Java","Stevens","2.96","28.1","9.4","12.5","12.5","18.8","0","3.1","3.1","6.3","0","0","6.3","2","32","12083","  3"
"2012-13","Spring","CS","1114","Intro to Software Design","Edwards","2.31","6.3","6.3","9.4","15.6","25","0","12.5","3.1","3.1","3.1","0","15.6","1","32","12086","  3"
"2012-13","Spring","CS","5114","Theory of Algorithms","Murali","2.99","6.3","21.9","18.8","12.5","18.8","6.3","12.5","0","3.1","0","0","0","0","32","12134","  3"
"2013-14","Spring","CS","1054","Intro to Programming in Java","Ellis","3.17","34.4","12.5","25","0","9.4","9.4","0","0","3.1","0","0","6.3","0","32","12209","  3"
"2013-14","Spring","CS","5744","Software Design and Quality","Pettit","3.33","40.6","12.5","9.4","15.6","12.5","0","6.3","0","0","0","0","3.1","0","32","16808","  3"
"2014-15","Spring","CS","5804","Intro Artificial Intelligence","Huang","3.65","40.6","40.6","3.1","6.3","6.3","0","3.1","0","0","0","0","0","0","32","19521","  3"
"2015-16","Fall","CS","1054","Intro to Programming in Java","Lewis","3.33","12.5","31.3","25","18.8","6.3","0","3.1","3.1","0","0","0","0","2","32","82150","  3"
"2015-16","Fall","CS","1114","Intro to Software Design","Leal","2.65","6.3","25","9.4","15.6","6.3","6.3","9.4","6.3","3.1","3.1","3.1","6.3","3","32","82155","  3"
"2015-16","Fall","CS","1114","Intro to Software Design","Barnette","2.74","9.4","15.6","18.8","9.4","15.6","9.4","3.1","6.3","3.1","0","6.3","3.1","5","32","82162","  3"
"2015-16","Fall","CS","2114","Softw Des & Data Structures","Ellis","2.48","0","6.3","15.6","12.5","21.9","15.6","15.6","3.1","0","0","6.3","3.1","7","32","82171","  3"
"2015-16","Fall","CS","5704","Software Engineering","Kulczycki","3.33","25","31.3","18.8","6.3","12.5","0","0","0","0","3.1","0","3.1","0","32","86847","  3"
"2015-16","Spring","CS","1054","Intro to Programming in Java","Lewis","2.67","6.3","3.1","12.5","28.1","12.5","6.3","18.8","9.4","0","3.1","0","0","2","32","12487","  3"
"2016-17","Spring","CS","5614","Database Management Systems","Prakash","3.79","56.3","31.3","3.1","9.4","0","0","0","0","0","0","0","0","0","32","18159","  3"
"2016-17","Spring","CS","4264","Principles Computer Security","Giles","3.39","18.8","40.6","15.6","18.8","0","0","3.1","0","0","0","0","3.1","1","32","19593","  3"
"2017-18","Fall","CS","4984","SS: Web Application Security","Back","3.85","93.8","0","3.1","0","0","0","0","0","0","0","0","3.1","0","32","90191","  3"
"2019-20","Fall","CS","3654","Intro Data Analytics & Visual","North","3.49","43.8","15.6","9.4","15.6","9.4","3.1","3.1","0","0","0","0","0","1","32","82828","  3"
"2019-20","Spring","CS","5704","Software Engineering","Kulczycki","3.68","56.3","12.5","15.6","9.4","6.3","0","0","0","0","0","0","0","0","32","13157","  3"
"2021-22","Spring","CS","5764","Information Visualization","Yang","3.82","62.5","25","9.4","0","3.1","0","0","0","0","0","0","0","0","32","20576","  3"
"2014-15","Spring","CS","1604","Introduction to the Internet","Baidya","3.08","27.6","17.3","22.4","5.1","7.1","1","4.1","7.1","0","1","2","5.1","0","98","16965","  1"
"2012-13","Fall","CS","1054","Intro to Programming in Java","Stevens","3.15","15.2","15.2","33.3","18.2","3","6.1","6.1","0","0","0","0","3","1","33","91955","  3"
"2012-13","Fall","CS","2114","Softw Des & Data Structures","Allevato","3.18","24.2","21.2","12.1","21.2","3","12.1","0","0","0","3","0","3","1","33","91971","  3"
"2012-13","Fall","CS","3714","Mobile Software Development","Balci","3.26","51.5","18.2","6.1","0","12.1","0","0","0","0","0","0","12.1","1","33","98429","  3"
"2012-13","Fall","CS","2114","Softw Des & Data Structures","Allevato","3.2","21.2","21.2","15.2","18.2","6.1","12.1","3","0","0","0","3","0","1","33","98553","  3"
"2012-13","Spring","CS","1054","Intro to Programming in Java","Stevens","3.2","24.2","15.2","24.2","18.2","6.1","3","0","0","3","3","3","0","1","33","12085","  3"
"2013-14","Fall","CS","1054","Intro to Programming in Java","Ellis","3.27","21.2","21.2","21.2","9.1","12.1","12.1","3","0","0","0","0","0","0","33","92058","  3"
"2013-14","Fall","CS","4804","Introduction to AI","Ramakrishnan","3.45","36.4","15.2","24.2","9.1","3","12.1","0","0","0","0","0","0","2","33","92103","  3"
"2013-14","Fall","CS","1054","Intro to Programming in Java","Ellis","3.25","30.3","24.2","15.2","6.1","9.1","0","3","6.1","0","3","3","0","1","33","97825","  3"
"2013-14","Spring","CS","1114","Intro to Software Design","Edwards","2.8","6.1","15.2","21.2","12.1","12.1","9.1","15.2","0","3","3","3","0","0","33","12213","  3"
"2014-15","Fall","CS","3704","Intermed Software Des","Soundararajan","3.37","33.3","21.2","9.1","18.2","12.1","0","3","0","0","0","3","0","1","33","88586","  3"
"2014-15","Spring","CS","1054","Intro to Programming in Java","Lewis","3.5","30.3","30.3","21.2","6.1","3","6.1","3","0","0","0","0","0","0","33","12255","  3"
"2014-15","Spring","CS","5704","Software Engineering","Balci","3.86","60.6","36.4","0","3","0","0","0","0","0","0","0","0","0","33","16970","  3"
"2015-16","Fall","CS","1054","Intro to Programming in Java","Lewis","3.37","30.3","21.2","12.1","15.2","12.1","3","6.1","0","0","0","0","0","2","33","82151","  3"
"2015-16","Fall","CS","2114","Softw Des & Data Structures","Ellis","2.94","9.1","9.1","15.2","21.2","24.2","12.1","6.1","3","0","0","0","0","1","33","82169","  3"
"2015-16","Fall","CS","2114","Softw Des & Data Structures","Ellis","2.49","3","18.2","18.2","6.1","6.1","6.1","27.3","0","3","3","0","9.1","3","33","82170","  3"
"2015-16","Fall","CS","2114","Softw Des & Data Structures","Ellis","2.59","6.1","6.1","18.2","9.1","15.2","15.2","18.2","6.1","0","3","0","3","1","33","82173","  3"
"2015-16","Fall","CS","4124","Theory of Computation","Watson","2.64","15.2","9.1","6.1","18.2","18.2","6.1","3","6.1","6.1","6.1","3","3","2","33","82199","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Irwin","2.41","6.1","18.2","12.1","9.1","3","3","9.1","12.1","15.2","6.1","3","3","1","33","12490","  3"
"2015-16","Spring","CS","2104","Intro to Problem Solving in CS","Barnette","3.42","9.1","54.5","9.1","9.1","15.2","0","3","0","0","0","0","0","0","33","12504","  3"
